text_clean,true_label,predicted_label,confidence,prob_negative,prob_positive
the taste was not the same,positive,negative,0.8592013716697693,0.8592013716697693,0.1407986581325531
burger moja chilo but apnra tomato sause diye burger er test nosto kore felen burger er jeii sasue thake oita e thik ache extra tomato sause ta diye burger er moja tai chng hoye jay,positive,negative,0.8591651320457458,0.8591651320457458,0.14083491265773773
food aste prai hours lagse,positive,negative,0.8589587211608887,0.8589587211608887,0.14104129374027252
lobon beshi chap a,positive,negative,0.858881950378418,0.858881950378418,0.14111806452274323
test is good but quantity of rice is less,negative,positive,0.8588268756866455,0.1411731243133545,0.8588268756866455
the shrimp size in hot noodles soup is getting smaller day by day taste also is not like beefy set menus item taste was good,positive,negative,0.8587577939033508,0.8587577939033508,0.14124222099781036
too much sugar added to the white creamy pasta but the chicken was good,negative,positive,0.8586480021476746,0.14135201275348663,0.8586480021476746
nothing can go wrong with bfc,positive,negative,0.8584703207015991,0.8584703207015991,0.1415296345949173
sub sandwich was perfect but the meat box was not good i think i will never order the meatbox again either improve it or drop it from the menu thank you,negative,positive,0.858437716960907,0.14156222343444824,0.858437716960907
if bones and fat are to be offered instead of meat then the price should be increased or a premium category option should be introduced where there will be a combination of meat with atalist rice,positive,negative,0.8582889437675476,0.8582889437675476,0.14171108603477478
no sauce with dumplings,positive,negative,0.8581807613372803,0.8581807613372803,0.14181922376155853
too much salty pizza but presentation was good,negative,positive,0.8579036593437195,0.14209632575511932,0.8579036593437195
wonton could have been better,negative,positive,0.8576173782348633,0.14238253235816956,0.8576173782348633
kfc chicken fries should be improved,negative,positive,0.8575555086135864,0.14244447648525238,0.8575555086135864
eto order dei but kono complementary gift pai na shudhu voucher den,positive,negative,0.8574659824371338,0.8574659824371338,0.1425340175628662
hari na dile ato price kn,positive,negative,0.8573966026306152,0.8573966026306152,0.14260341227054596
it was almost cold by the time we received the coffees,positive,negative,0.857073187828064,0.857073187828064,0.14292682707309723
why didn t you give today s bread brown bread,positive,negative,0.8568601608276367,0.8568601608276367,0.14313985407352448
pasta quantity was less than what they serve at their restaurant,positive,negative,0.8566681146621704,0.8566681146621704,0.14333191514015198
they didn t give any sauce,positive,negative,0.8565562963485718,0.8565562963485718,0.14344371855258942
test not good,positive,negative,0.8564621210098267,0.8564621210098267,0.14353786408901215
compared to the price the burger is really tasty for beedf lovers but the french fry was very disappointing it was fried in burnt oil and too soaked in oil very hard to eat,positive,negative,0.8564614057540894,0.8564614057540894,0.14353856444358826
please send the receipts to this mail khan arfan gmail com,positive,negative,0.856432318687439,0.856432318687439,0.14356772601604462
quantity onk beshi dito agay but ajke onk kom chilo onk disappoint hoyechi,negative,positive,0.8561621308326721,0.14383792877197266,0.8561621308326721
taste good but overpriced,negative,positive,0.8558101058006287,0.14418990910053253,0.8558101058006287
guys you need more practice about making food honestly this pizza is nothing if you really need to become a best first go to other restaurants and eat then eat your stuff you can rate your self e,negative,positive,0.8557437062263489,0.14425627887248993,0.8557437062263489
need more taste,negative,positive,0.8555887341499329,0.14441123604774475,0.8555887341499329
portions are good but where is the flavor not authentic at all,negative,positive,0.8555858135223389,0.14441418647766113,0.8555858135223389
the pizza that was delivered came one side folded delivery man should be careful and cautious while delivering pizza,positive,negative,0.8554629683494568,0.8554629683494568,0.1445370763540268
paid extra for chicken but they didn t give me just for this reason i m disappointed or else it was a great pizza for so less money,positive,negative,0.8551819324493408,0.8551819324493408,0.1448180079460144
bit over cooked,negative,positive,0.8551215529441833,0.14487843215465546,0.8551215529441833
they didn t add bbq sauce with nuggets,positive,negative,0.8549107313156128,0.8549107313156128,0.1450893133878708
portion size could be better,negative,positive,0.8544948101043701,0.1455051600933075,0.8544948101043701
food was good packaging was poor and the oil leaked,negative,positive,0.8542261719703674,0.1457737684249878,0.8542261719703674
food is cold,positive,negative,0.8538510203361511,0.8538510203361511,0.14614903926849365
generate invoice and mention the invoice number on the products to avoid mismatch,positive,negative,0.8537041544914246,0.8537041544914246,0.14629580080509186
way too much potatoe wedges in meatbox and chicken should be juicy inside and burger is quite good but a little extra sauce inside the bun,negative,positive,0.853248119354248,0.14675194025039673,0.853248119354248
ato rate khola ken btw khabar a kola disilo,positive,negative,0.8532426953315735,0.8532426953315735,0.1467573046684265
food quality was good but delivery time takes soo long,negative,positive,0.8531539440155029,0.14684602618217468,0.8531539440155029
jei momo amake pathano hoise oita ke momo bole na ami pic ta attached korte parchi na korle hoyto bujhaite partam oshadharon bisri chilo momo,negative,positive,0.8529526591300964,0.1470472663640976,0.8529526591300964
spacial chicken rice bowl okek mojer silo quantity onek gulo silo its so eyami ty askaw order korlam,positive,negative,0.8528305292129517,0.8528305292129517,0.14716945588588715
taste and quantity of french fries with burger is lower than my previous orders,positive,negative,0.8525878190994263,0.8525878190994263,0.14741216599941254
they have lessened their quantity of poutine they served more before price has increased but quantity is so less but taste is still good,negative,positive,0.8521489500999451,0.14785104990005493,0.8521489500999451
the kacchi was good but no kebab were given,negative,positive,0.8518646955490112,0.14813536405563354,0.8518646955490112
not much cheese only on the top,positive,negative,0.8518502116203308,0.8518502116203308,0.14814972877502441
pieces of mutton was not good as the other pieces,positive,negative,0.8515906929969788,0.8515906929969788,0.14840924739837646
taste was good but i ordered ps but got ps,positive,negative,0.8513872623443604,0.8513872623443604,0.14861279726028442
rice seethe and mutton were so hard but tasty,negative,positive,0.8511599898338318,0.14883999526500702,0.8511599898338318
morog polao is too much oily but tasty and masturd oil flavor is too strong in teheri,negative,positive,0.8511055707931519,0.14889442920684814,0.8511055707931519
nothing was good,negative,positive,0.8508549332618713,0.14914508163928986,0.8508549332618713
over priced not that much tasty,positive,negative,0.8506768941879272,0.8506768941879272,0.14932315051555634
khabar er test average chilo all over good,negative,positive,0.850654125213623,0.14934593439102173,0.850654125213623
rider rain ar modde asche vahloi,positive,negative,0.8505638837814331,0.8505638837814331,0.1494360864162445
chingri ta kokon anben stock a,positive,negative,0.8504545092582703,0.8504545092582703,0.14954543113708496
only alu puri and alor chop given,positive,negative,0.8504068851470947,0.8504068851470947,0.14959311485290527
kb s meat is just bone hard to find any meat,positive,negative,0.8499525785446167,0.8499525785446167,0.15004737675189972
chicken ar vlo tah dien bah aktu test kore daken jeh vlo ase nki,negative,positive,0.8498421907424927,0.15015782415866852,0.8498421907424927
i ve ordered sugarless cookies but they sent me sugarless bread unfortunately my office staff unpacked the bread packet otherwise i could return the bread,negative,positive,0.8497592806816101,0.15024064481258392,0.8497592806816101
the chicken was so so but the alu vorta w spicy as,negative,positive,0.8497007489204407,0.15029919147491455,0.8497007489204407
food is good but quantity is too less,negative,positive,0.8496960401535034,0.15030395984649658,0.8496960401535034
oder chicken burger ei price er moddhe shera,positive,negative,0.8496526479721069,0.8496526479721069,0.15034732222557068
today i ordered death by nutella banana strawberry waffle st was good satisfying taste but strawberry and banana purai ber hoye gesilo in fact box tai khula chilo highly dissatisfied,negative,positive,0.8489011526107788,0.1510988175868988,0.8489011526107788
in terms of kacchi it s much better than sultan s dine but still there s room for improvement,negative,positive,0.8485144972801208,0.15148550271987915,0.8485144972801208
not so premium has to do more medium rare,positive,negative,0.8484799265861511,0.8484799265861511,0.15152010321617126
the pizzas are really good but the behavior of the delivery boy was very bad,positive,negative,0.8483186364173889,0.8483186364173889,0.15168140828609467
if you want to do business with panshi you have to keep the quality and price of food like theirs the quality of your food is nowhere near theirs and the price is higher,negative,positive,0.8483147621154785,0.1516852229833603,0.8483147621154785
jurain commissioner road thke munshibari onk close chilo just pices momo around hour time lagse ei bepar gula improve kora uchit otherwise delivery man superb,negative,positive,0.848256528377533,0.15174347162246704,0.848256528377533
parother dam koto kora lakha acha kinto tk nilo bojlam na baper ta,positive,negative,0.8482519388198853,0.8482519388198853,0.15174807608127594
the chicken didn t taste good,positive,negative,0.8481485247612,0.8481485247612,0.15185143053531647
borhani te bali bali kamon jani celo,positive,negative,0.8480989933013916,0.8480989933013916,0.1519010066986084
ordered chicken fry they provided french fry asked to provide some white sauce they dont even care listening wht asked for hopeless,positive,negative,0.847935140132904,0.847935140132904,0.15206488966941833
to be honest it wasn t that good the toppings and everything was just average but anyway somewhat good,negative,positive,0.8478450775146484,0.15215495228767395,0.8478450775146484
not as good as the previous time i ordered,positive,negative,0.8477399349212646,0.8477399349212646,0.15226002037525177
you should have written the names of burgers on their cover mushroom burger was unnecessarily salty other burgers were better and the fries were so plain hope to get better service next time ingshaallah,negative,positive,0.8476484417915344,0.15235155820846558,0.8476484417915344
veggies were undercooked,positive,negative,0.8473571538925171,0.8473571538925171,0.1526428461074829
order marking was not proper on the burger box burger was good,positive,negative,0.8473289012908936,0.8473289012908936,0.15267111361026764
the beef khichuri was not lacta according to the picture yes the ratio is equal to people where it should have been,positive,negative,0.8472031354904175,0.8472031354904175,0.1527969092130661
didn t get the included coke,positive,negative,0.84702467918396,0.84702467918396,0.15297532081604004
the delivery person is not trained properly needed to explain the address multiple times and even then he made mistakes,positive,negative,0.8469512462615967,0.8469512462615967,0.1530487984418869
food tasting is good but not all that is offered with the set menu,negative,positive,0.8467251062393188,0.15327492356300354,0.8467251062393188
literally the only resturant in dhaka that can retain consistency in quality of food and produce,positive,negative,0.8467162251472473,0.8467162251472473,0.15328381955623627
delivery is not fast as app showed me after my order and delivery man is kind of stingy jokes a pert,positive,negative,0.8467046618461609,0.8467046618461609,0.1532953381538391
alhamdulilla order received,positive,negative,0.8464175462722778,0.8464175462722778,0.15358245372772217
meat box a ai first kono restaurant maybe ato chicken and sausage dey pc just potato chilo bki sob meat,positive,negative,0.8463348746299744,0.8463348746299744,0.15366511046886444
food is good but delivery time is so so long,negative,positive,0.84613436460495,0.15386563539505005,0.84613436460495
i love foodnest to give more than five stars but double chicken cheese burger was just waste of money er theke tader takar burger better,negative,positive,0.8460371494293213,0.1539628952741623,0.8460371494293213
i didn t get food,positive,negative,0.8460280895233154,0.8460280895233154,0.153971865773201
burger good poutine bad,positive,negative,0.8458017706871033,0.8458017706871033,0.15419821441173553
they didn t heat the lava cake,positive,negative,0.8457652926445007,0.8457652926445007,0.15423469245433807
khabar ta valo c lo kintu nehari te mangsho kom c lobutoveralls sundor ec lo,negative,positive,0.8454473614692688,0.15455269813537598,0.8454473614692688
only piece of meat but they still call it special quantity is absolutely the same but they re selling it on higher price by naming special otherwise the taste was good,negative,positive,0.8452397584915161,0.15476028621196747,0.8452397584915161
the chili cheese fries were tasty and in a good portion will order again however the chicken pop was disappointing,positive,negative,0.8451523780822754,0.8451523780822754,0.154847651720047
the food was good but the delivery man disrespected me heated up the mood,negative,positive,0.8451051115989685,0.1548948585987091,0.8451051115989685
i think curry quantity aktu barano uchit,negative,positive,0.8448014259338379,0.1551985740661621,0.8448014259338379
ok for the price but you have to wait a very long time to pick up the order,negative,positive,0.8448005318641663,0.15519949793815613,0.8448005318641663
apnader khabar er taste and quality different howai almost regular e order kori the aroma suddenly you ve increased the price requesting dekchi to keep the price within limit,positive,negative,0.8447487950325012,0.8447487950325012,0.15525119006633759
salad and chatni would have been better,negative,positive,0.8446743488311768,0.15532569587230682,0.8446743488311768
chocolate overloaded e chocolate onk kom,positive,negative,0.8444915413856506,0.8444915413856506,0.15550841391086578
the pasta was not so good,positive,negative,0.8444780707359314,0.8444780707359314,0.15552189946174622
chicken crust was hard to eat,positive,negative,0.844465970993042,0.844465970993042,0.1555340439081192
am you are up all night with work what do you get from foodpanda kishmot and al kareem both have commendable quality,positive,negative,0.8444345593452454,0.8444345593452454,0.15556538105010986
the ceo of paid advertisements their food looks amazing with high saturation filter in social media in reality their food quantity is beyond disappointing along with the miserable taste,negative,positive,0.844277024269104,0.1557229906320572,0.844277024269104
rider use was good packaging was also good but the taste was not good extra sour tomato sauce used i didn t like that everything else is fine,negative,positive,0.8441320061683655,0.1558680385351181,0.8441320061683655
i have ordered fuoco special meatbox food taste was good but food quantity is much less according to price i mean seriously they are taking tk for providing very small portion of a meatbox,positive,negative,0.8436028361320496,0.8436028361320496,0.15639714896678925
shrimps was bad,positive,negative,0.8434127569198608,0.8434127569198608,0.15658718347549438
didn t get the medium garlic sauce we ordered,positive,negative,0.8433824181556702,0.8433824181556702,0.15661759674549103
no boba adding option on app,positive,negative,0.8432782888412476,0.8432782888412476,0.15672171115875244
chap er sathe salad dei nai,positive,negative,0.8432632088661194,0.8432632088661194,0.15673673152923584
the drink provided was not chilled,positive,negative,0.8432496786117554,0.8432496786117554,0.15675030648708344
i ordered the grill the grill is so small that it looks like a gram chicken baste the sauce at once with the grill the grill tastes just right,positive,negative,0.8430686593055725,0.8430686593055725,0.15693137049674988
they should improve their kacch s test top notched was the morog polaw egg khichuri was too much turmeric flavoured test seems bitter,positive,negative,0.8429328203201294,0.8429328203201294,0.1570671796798706
most food was spilled when received need better packaging,positive,negative,0.842904806137085,0.842904806137085,0.15709516406059265
the food was good but the delivery time was very very long,negative,positive,0.842885434627533,0.15711462497711182,0.842885434627533
vat ta besi diye dichen,positive,negative,0.8428625464439392,0.8428625464439392,0.1571374088525772
never ordering burgers again i ve tried their other items a few times before they were excellent but their burgers are shit didn t put any cheese as they mentioned the meat was too hard to chew,negative,positive,0.842552125453949,0.1574479043483734,0.842552125453949
the amount of rice is very less,positive,negative,0.8424503207206726,0.8424503207206726,0.157549649477005
no salt in egg curry,positive,negative,0.8419981598854065,0.8419981598854065,0.1580018401145935
the coke wasn t there,positive,negative,0.8419239521026611,0.8419239521026611,0.15807604789733887
i ordered chizza an average meal not something so worthy or hyped,positive,negative,0.8418383598327637,0.8418383598327637,0.15816164016723633
no sauce why,positive,negative,0.841769814491272,0.841769814491272,0.15823018550872803
french fries er jaygay bonruti diye dise ektabar janano drkr chilo otherwise chicken er test onkkkk mojaaaa,positive,negative,0.841744601726532,0.841744601726532,0.15825538337230682
they did not give salads,positive,negative,0.8417013883590698,0.8417013883590698,0.15829864144325256
there were dead ants in the yard need to be more careful everything else is fine,positive,negative,0.8414969444274902,0.8414969444274902,0.15850301086902618
always your food is good but today you dont follow instructions and fuchka gula potano silo,negative,positive,0.8414602279663086,0.1585397571325302,0.8414602279663086
can be better,negative,positive,0.8414165377616882,0.15858346223831177,0.8414165377616882
khabar vlo but onk besi deri kore pathate jotnoban hoa ucit,negative,positive,0.8414126634597778,0.15858736634254456,0.8414126634597778
crispness is gone completely kfc should introduce proper parcel packaging where food moist can evaporate in order to maintain a minimum level of crispness,positive,negative,0.8413513898849487,0.8413513898849487,0.15864862501621246
sandwich could be better too much tomato mixed fried rice was not good too much salty amount of chicken was poor,positive,negative,0.8412930369377136,0.8412930369377136,0.15870696306228638
less chicken was inside the shawarma,positive,negative,0.8412265181541443,0.8412265181541443,0.1587735265493393
brioche bun not available,positive,negative,0.8410912752151489,0.8410912752151489,0.1589086800813675
there were three behind back is fat and small back is meat if this is their system it is better to write it down,positive,negative,0.8410771489143372,0.8410771489143372,0.1589229255914688
i ordered meatball pasta but the amount of pasta was not satisfying,positive,negative,0.8407284617424011,0.8407284617424011,0.15927153825759888
nam hesbe ato valo selona ami aro valo quality asa korselam onader theke,negative,positive,0.8404277563095093,0.15957224369049072,0.8404277563095093
it could be more better accroding to the price,negative,positive,0.8404203653335571,0.15957961976528168,0.8404203653335571
low beget a baloi pizza no doubt kinen r khan,positive,negative,0.8404111862182617,0.8404111862182617,0.15958884358406067
food was too little potion,positive,negative,0.840313196182251,0.840313196182251,0.15968675911426544
expected better taste,negative,positive,0.8402149677276611,0.15978500247001648,0.8402149677276611
too much late delivery from restaurant,positive,negative,0.8399998545646667,0.8399998545646667,0.16000019013881683
bring back the taste it had a couple of years ago,positive,negative,0.839792788028717,0.839792788028717,0.16020722687244415
food too cold packing could be better with foil instead of paper,positive,negative,0.8395853638648987,0.8395853638648987,0.16041463613510132
i like the food very much rice should have option,positive,negative,0.8386960625648499,0.8386960625648499,0.16130387783050537
chitoi pitha koi ar pai na keno please available korun,positive,negative,0.8385114669799805,0.8385114669799805,0.16148853302001953
check out foodpanda if you have tasty treats there,positive,negative,0.8384593725204468,0.8384593725204468,0.16154062747955322
but quantity kom,negative,positive,0.8384289145469666,0.16157104074954987,0.8384289145469666
iced lemon tea classic burger is good but onion rings are not well cooked,negative,positive,0.8383646011352539,0.16163542866706848,0.8383646011352539
it s good but it would have been better if it was given in time and there was a free accessory so if we didn t get it it can be said that it s pretty good,negative,positive,0.838266909122467,0.16173313558101654,0.838266909122467
today s tea was not fun,positive,negative,0.8380346894264221,0.8380346894264221,0.16196535527706146
their shop price is for the same item,negative,positive,0.8379407525062561,0.1620592623949051,0.8379407525062561
taste was not as before the audit team and quality assurance team must concern,positive,negative,0.837938666343689,0.837938666343689,0.16206134855747223
order arrived very late bfc should take a look at this,positive,negative,0.8376679420471191,0.8376679420471191,0.16233201324939728
burger was fine but they took long time to prepare it,negative,positive,0.8376456499099731,0.16235439479351044,0.8376456499099731
food came cold,positive,negative,0.8367353081703186,0.8367353081703186,0.16326463222503662
they didn t provide me the chilli sauce,positive,negative,0.8366997838020325,0.8366997838020325,0.16330021619796753
agar moto nai,positive,negative,0.8366983532905579,0.8366983532905579,0.16330161690711975
quantity was good but fries were little bit hard sorry to say but i m not satisfied,negative,positive,0.8366337418556213,0.16336627304553986,0.8366337418556213
delivery is too slow,positive,negative,0.8365829586982727,0.8365829586982727,0.1634169965982437
the rice was sooooooo oily and seemed like a day old rice it wasn t like the always fresh one,positive,negative,0.8364017605781555,0.8364017605781555,0.1635982245206833
salad was not ok not properly boiled vegetables,positive,negative,0.8362360000610352,0.8362360000610352,0.16376401484012604
food is very very tast preetom,positive,negative,0.8361085653305054,0.8361085653305054,0.16389137506484985
today is not good to taste and quality but i was satisfied last day last day it was supreme,positive,negative,0.8358630537986755,0.8358630537986755,0.16413691639900208
the quantity of meat in tehri was very less earlier when i had it few times the quantity was good but lately the quality of tehri is not good,positive,negative,0.8356408476829529,0.8356408476829529,0.1643592119216919
should provide more soup,negative,positive,0.8355858325958252,0.1644141674041748,0.8355858325958252
quality vlo tba price actu basi mona hye,positive,negative,0.8355794548988342,0.8355794548988342,0.164420485496521
when i used to order earlier the food was good but lately the quality of the food has deteriorated,positive,negative,0.8350370526313782,0.8350370526313782,0.16496294736862183
they should learn more about this and thin crust,positive,negative,0.8348957896232605,0.8348957896232605,0.1651041954755783
parat not so much fluffy,positive,negative,0.8346350193023682,0.8346350193023682,0.16536499559879303
the dim chop didn t justify the name as there was very little egg and full of potatoes doesn t worth the penny they should provide sauce,positive,negative,0.8346349596977234,0.8346349596977234,0.1653650552034378
amar thake tader chicken lollipop ta average lagce,negative,positive,0.8346324563026428,0.16536754369735718,0.8346324563026428
salt basi silo,positive,negative,0.8344109058380127,0.8344109058380127,0.16558915376663208
when they changed the order for availability issue they never informed,positive,negative,0.8342958092689514,0.8342958092689514,0.16570422053337097
i did not get any naga wings,positive,negative,0.8342912197113037,0.8342912197113037,0.1657087504863739
the amount of rice was not sufficient compared to the previous order moreover the meat size of the kacchi biriyani was not adequate and the authorities should work on it,positive,negative,0.8341673016548157,0.8341673016548157,0.1658327877521515
apnader burger sauce ektu kom sour korle khete ro vlo lgbe eto besi sour burger sauce vlo lge na,positive,negative,0.8340109586715698,0.8340109586715698,0.16598902642726898
khabar valoi laglo but dam hisabe onek kom,negative,positive,0.8337449431419373,0.16625511646270752,0.8337449431419373
the fries were cold,positive,negative,0.8337051868438721,0.8337051868438721,0.16629484295845032
delivery time was too long it takes minutes to deliver online pcs chicken chap,positive,negative,0.8336842656135559,0.8336842656135559,0.16631574928760529
it was ok i guess,negative,positive,0.8336310386657715,0.1663689762353897,0.8336310386657715
i ordered pasta basta test was good as always but this time the size of the box is much smaller the amount of pasta is also reduced almost half of the previous amount it is very disappointing,positive,negative,0.8335979580879211,0.8335979580879211,0.16640204191207886
chicken shawarma had no chicken in it only found some bone and slight meat in it although the taste was good enough try to add some more chicken in it next time,positive,negative,0.8333842754364014,0.8333842754364014,0.16661570966243744
there were no eggs eggs would have been better,positive,negative,0.8329378366470337,0.8329378366470337,0.16706210374832153
not the expected size for the price,positive,negative,0.8328273892402649,0.8328273892402649,0.1671726554632187
not that satisfied definitely not like the picture of the food,positive,negative,0.8327376842498779,0.8327376842498779,0.1672622710466385
basmoti kacchi ta khub jhal cilo r mangso gulo hard cilo onk acara over all valo,positive,negative,0.8326647877693176,0.8326647877693176,0.16733519732952118
i got no sauce packets,positive,negative,0.8325590491294861,0.8325590491294861,0.16744092106819153
they are not serving the fresh food like it was before anyway the food could be consumed,positive,negative,0.8325453400611877,0.8325453400611877,0.16745464503765106
i have taken food from you many times the previous ones were normal but the beef sharma and chao mein ordered today were both cold and the food didn t taste good,positive,negative,0.8324046730995178,0.8324046730995178,0.16759538650512695
taste was good but so small quantity according to price,negative,positive,0.8323798775672913,0.16762013733386993,0.8323798775672913
naan bread is not very good,positive,negative,0.8322190046310425,0.8322190046310425,0.16778095066547394
your food is so good but potatoes are not cooked perfectly,negative,positive,0.8320029973983765,0.16799697279930115,0.8320029973983765
i received bad reviews for two days so i gave a negative review but today i received this order so well that if i could have given a higher rating i would have given it,positive,negative,0.8316636085510254,0.8316636085510254,0.16833645105361938
the quantity was very less,positive,negative,0.8316487669944763,0.8316487669944763,0.1683512181043625
only buy sugarcane from here,positive,negative,0.831638753414154,0.831638753414154,0.16836126148700714
i wanted farm fresh milk and you sent along why,negative,positive,0.83158940076828,0.16841059923171997,0.83158940076828
average but the value for money should have been a bit better the wood is a little extra thin,negative,positive,0.8312863111495972,0.16871368885040283,0.8312863111495972
the borhani has become bad too much pudina but no spices at all,positive,negative,0.8312824964523315,0.8312824964523315,0.16871748864650726
owasam and excelent and healthy they cook their meal in matir chula,positive,negative,0.8309680819511414,0.8309680819511414,0.16903187334537506
not so great because the food was spilled,positive,negative,0.830779492855072,0.830779492855072,0.16922053694725037
the chicken at the bottom gets soggy because of the vapor from hot chicken you need to find a better way to deliver large quantities,positive,negative,0.8306424021720886,0.8306424021720886,0.1693575531244278
vlo korte hove,negative,positive,0.8305380344390869,0.1694619506597519,0.8305380344390869
food was good but i ordered beef cheese volcano and they sent me chicken cheese volcano,negative,positive,0.8304540514945984,0.1695459932088852,0.8304540514945984
i asked for a leg piece and did not get it,positive,negative,0.8303569555282593,0.8303569555282593,0.1696430891752243
i love their burgers but this time the burger wasn t fresh it was cold,negative,positive,0.8302202224731445,0.16977974772453308,0.8302202224731445
food was not up to the mark aloo bhaji quantity was less i ordered roasted dal but got thin dal i ordered laccha paratha and got bread fried in oil overall they should be honest about food,positive,negative,0.8298325538635254,0.8298325538635254,0.17016741633415222
the pizza was almost cold when it arrived requesting to exercise to keep it warmer thank you,positive,negative,0.8297759294509888,0.8297759294509888,0.170224130153656
food was very good but did not give salad it did a very bad job,negative,positive,0.829737663269043,0.17026229202747345,0.829737663269043
not very filling,positive,negative,0.8296054005622864,0.8296054005622864,0.170394629240036
food was godof but ordered khichuri with egg omlette but got khichuri only there was no egg omelette,positive,negative,0.8295264840126038,0.8295264840126038,0.17047350108623505
food was good but i ordered the nachos and they didn t give me the tortilla chips just the toppings,negative,positive,0.829404354095459,0.17059561610221863,0.829404354095459
didn t give the breast piece,positive,negative,0.8290988206863403,0.8290988206863403,0.17090114951133728
my rd order besttttt,positive,negative,0.8289754986763,0.8289754986763,0.17102445662021637
the packaging is very very poor but the food taste is good,positive,negative,0.8286684155464172,0.8286684155464172,0.17133155465126038
hlw amke ki help korben ektu,negative,positive,0.828352153301239,0.1716478168964386,0.828352153301239
it s good but the quantity is very small but if you go directly without placing an order for pieces everything will be fine,negative,positive,0.8278164267539978,0.17218361794948578,0.8278164267539978
the taste was very good but quantity was poor mutton piece also was not satisfactory,negative,positive,0.8277377486228943,0.1722622662782669,0.8277377486228943
while ordering i always keep a special request to them in the note section but they never follow it i e today i requested a leg piece while ordering chicken khichuri but as usual wrong piece,negative,positive,0.8277099132537842,0.1722901314496994,0.8277099132537842
double burger that costs plus should have two slices for cheese they didn t even give one in fact the cheese is halved the value for money has actually depreciated,positive,negative,0.8276646733283997,0.8276646733283997,0.1723354011774063
jomidari voj s mutton leg roast is far far better than star kabab s mutton leg roast,negative,positive,0.8274944424629211,0.17250557243824005,0.8274944424629211
burger er patty ta dry silo extra cheese dite bolesilam kintu khub e kom diyesilo coffee ta valo silo sob miliye average,negative,positive,0.8273765444755554,0.1726234257221222,0.8273765444755554
meat selection was poor,positive,negative,0.8273329734802246,0.8273329734802246,0.17266704142093658
the soup was salty a rare mistake by cafe milano usually they are mindful of seasonings the pasta was stellar as usual,positive,negative,0.827148973941803,0.827148973941803,0.17285101115703583
thai soup was too sweet cant eat salad was good,negative,positive,0.8271350264549255,0.17286495864391327,0.8271350264549255
food was good but the portions were very small,negative,positive,0.8270197510719299,0.17298021912574768,0.8270197510719299
test good but over salted,negative,positive,0.8269795775413513,0.1730203628540039,0.8269795775413513
food is not warm,positive,negative,0.8269195556640625,0.8269195556640625,0.1730804145336151
very high price,negative,positive,0.826546847820282,0.1734531968832016,0.826546847820282
the quality of food is good but bro the food has become scarce,negative,positive,0.8264850378036499,0.17351502180099487,0.8264850378036499
the special butter nun was too crispy just like they just brushed the butter on the regular nun,negative,positive,0.8264622092247009,0.1735377460718155,0.8264622092247009
very less portion on tehari,positive,negative,0.8262104392051697,0.8262104392051697,0.17378956079483032
the amount was very less,positive,negative,0.825404703617096,0.825404703617096,0.17459523677825928
make the packaging like before and provide tissues,negative,positive,0.8253808617591858,0.1746191829442978,0.8253808617591858
please cook your duo properly and use fresh meat,negative,positive,0.8242350816726685,0.17576490342617035,0.8242350816726685
presently you do not have large glass i am a long time customer i used to take large glasses i am asking for the owner s attention please buy large glass immediately juice is nice,positive,negative,0.8241777420043945,0.8241777420043945,0.17582228779792786
it was good but i ordered for extra white sauce but only gave me red sauce,negative,positive,0.8241099119186401,0.17589011788368225,0.8241099119186401
the chicken was not tasty,positive,negative,0.8238166570663452,0.8238166570663452,0.17618334293365479
home delivery option on koren na ken khuda lagse to dure basha tai bole ki amader khawar odhikar nai pls,positive,negative,0.8237380385398865,0.8237380385398865,0.17626197636127472
all members service supportive,positive,negative,0.8236279487609863,0.8236279487609863,0.1763719767332077
the order was as per the instruction i gave,positive,negative,0.8234884142875671,0.8234884142875671,0.17651160061359406
not opened yet,positive,negative,0.8233921527862549,0.8233921527862549,0.17660783231258392
quantity of daal is poor tomato bhorta is not tasted like before,positive,negative,0.8231461048126221,0.8231461048126221,0.17685386538505554
food was not that hot,positive,negative,0.8231345415115356,0.8231345415115356,0.17686544358730316
everything was fine but the mistake is that i brought kacchi but didn t get packet and salat,negative,positive,0.8231247067451477,0.1768752783536911,0.8231247067451477
their regular size is the same as mini size taste was avg,negative,positive,0.823006808757782,0.17699316143989563,0.823006808757782
not delicious as before portion size also become smaller,positive,negative,0.822974681854248,0.822974681854248,0.17702533304691315
they shoyld order to this restaurant,positive,negative,0.8228346705436707,0.8228346705436707,0.17716525495052338
burger not as good as their pizzas,positive,negative,0.822331428527832,0.822331428527832,0.17766854166984558
jevabe bolsi thik oivabei baniye dise,positive,negative,0.8221355080604553,0.8221355080604553,0.17786450684070587
the taste of tastebud is undoubtedly very good sales boys are not trained you don t have to study a lot to speak well someone has to teach check out chatime tree house their usage is great,negative,positive,0.8219419717788696,0.17805804312229156,0.8219419717788696
quantity is so less,positive,negative,0.8214650750160217,0.8214650750160217,0.17853493988513947
food was good but they placed wrong item and packaging should be better food was out of,negative,positive,0.82146155834198,0.17853836715221405,0.82146155834198
today is much less than yesterday,positive,negative,0.820946216583252,0.820946216583252,0.17905376851558685
they changed the ordered cake i had to pick choco vanilla,positive,negative,0.8208432793617249,0.8208432793617249,0.17915670573711395
pasta rating burger rating it took almost hour to deliver the food,positive,negative,0.8207859396934509,0.8207859396934509,0.17921410501003265
